"","GEOID","STATE","COUNTY_FIPS","TRACT","TOT_POP_MIN","TOT_POP_SEN","TOT_POP_POV","TOT_POP_CIV_NI","TOT_HH","TOT_FAM_CHILD","TOT_POP_OVER5","TOT_RENT_OCC_HOUS","POP_MINORITY","POP_OVER75","POP_SPFAM","POP_LEP","POP_BELOW200","POP_DISABILITY","POP_HUS_RENT50","POP_ZVHHS","PCT_OVER75","PCT_MINORITY","PCT_SPFAM","PCT_LEP","PCT_BELOW200","PCT_DISAB","PCT_ZVHHS","PCT_HUS_RENT50","OVER75_10","MINORITY_70","SPFAM_20","DISAB_25","LEP_20","BELOW200_30","ZVHH_10","HUS_RENT50_15","Count_DisadFact","COC_FLAG_2014"
"16","06001401600","06","001","401600",1919,1919,1919,1919,746,224,1799,587,1509,39,135,163,1269,434,254,240,0.020323084940073,0.786347055758207,0.602678571428571,0.0906058921623124,0.661281917665451,0.226159458051068,0.32171581769437,0.432708688245315,0,1,1,0,0,1,1,1,3,1
"17","06001401700","06","001","401700",2603,2603,2603,2580,1180,213,2420,672,1982,45,53,165,1071,221,250,180,0.0172877449097196,0.76142912024587,0.248826291079812,0.0681818181818182,0.411448328851325,0.0856589147286822,0.152542372881356,0.37202380952381,0,1,1,0,0,1,1,1,3,1
"18","06001401800","06","001","401800",1794,1794,1794,1794,680,263,1583,553,1456,79,191,55,1076,194,191,221,0.0440356744704571,0.811594202898551,0.726235741444867,0.034744156664561,0.599777034559643,0.108138238573021,0.325,0.345388788426763,0,1,1,0,0,1,1,1,3,1
"19","06001402200","06","001","402200",2446,2446,2432,2446,902,218,2288,612,1986,88,130,345,1379,460,220,221,0.035977105478332,0.811937857726901,0.596330275229358,0.150786713286713,0.567023026315789,0.188062142273099,0.245011086474501,0.359477124183007,0,1,1,0,0,1,1,1,3,1
"20","06001402400","06","001","402400",2846,2846,2834,2834,1141,404,2624,1021,2412,170,365,250,1724,491,307,399,0.0597329585382994,0.847505270555165,0.903465346534653,0.0952743902439024,0.60832745236415,0.173253352152435,0.349693251533742,0.300685602350637,0,1,1,0,0,1,1,1,3,1
"21","06001402500","06","001","402500",1909,1909,1909,1909,709,353,1631,588,1807,46,276,132,1352,344,174,315,0.0240963855421687,0.946568884232582,0.781869688385269,0.0809319435928878,0.708224201152436,0.180199057097957,0.444287729196051,0.295918367346939,0,1,1,0,0,1,1,1,3,1
"22","06001402600","06","001","402600",1029,1029,1029,1029,643,35,995,524,924,167,8,413,670,250,105,286,0.162293488824101,0.897959183673469,0.228571428571429,0.415075376884422,0.6511175898931,0.242954324586978,0.444790046656299,0.200381679389313,1,1,1,0,1,1,1,1,5,1
"23","06001402700","06","001","402700",1647,1647,1615,1647,672,131,1605,530,1264,77,84,90,796,263,209,246,0.0467516697024894,0.767455980570735,0.641221374045801,0.0560747663551402,0.492879256965944,0.159684274438373,0.366071428571429,0.394339622641509,0,1,1,0,0,1,1,1,3,1
"24","06001402800","06","001","402800",3299,3299,3268,3253,2000,129,3162,1835,2369,277,43,461,1915,814,493,1048,0.0839648378296454,0.718096392846317,0.333333333333333,0.145793801391524,0.585985312117503,0.250230556409468,0.524,0.26866485013624,0,1,1,1,0,1,1,1,4,1
"25","06001402900","06","001","402900",1399,1399,1323,1399,801,39,1374,793,1082,213,9,428,719,322,138,534,0.152251608291637,0.773409578270193,0.230769230769231,0.311499272197962,0.543461829176115,0.230164403145104,0.666666666666667,0.174022698612863,1,1,1,0,1,1,1,1,5,1
"26","06001403000","06","001","403000",2471,2471,2471,2471,1368,127,2414,1106,2314,767,54,1242,1536,758,275,787,0.310400647511129,0.936462970457305,0.425196850393701,0.514498757249379,0.62161068393363,0.306758397409955,0.575292397660819,0.248643761301989,1,1,1,1,1,1,1,1,6,1
"27","06001403100","06","001","403100",1782,1782,1401,1405,695,61,1715,507,1308,85,13,381,516,219,62,240,0.047699214365881,0.734006734006734,0.213114754098361,0.222157434402332,0.36830835117773,0.155871886120996,0.345323741007194,0.122287968441815,0,1,1,0,1,1,1,0,3,1
"28","06001403300","06","001","403300",3785,3785,3765,3738,2097,240,3682,1593,2748,278,33,1043,1307,402,499,509,0.073447820343461,0.726023778071334,0.1375,0.283269961977186,0.347144754316069,0.107544141252006,0.24272770624702,0.313245448838669,0,1,0,0,1,1,1,1,3,1
"29","06001403400","06","001","403400",4361,4361,4343,4343,2809,169,4271,2573,2955,593,30,478,1992,646,606,1081,0.135977986700298,0.677596881449209,0.177514792899408,0.111917583704051,0.458669122726226,0.148745107068846,0.384834460662157,0.235522736105713,1,0,0,0,0,1,1,1,3,1
"30","06001403501","06","001","403501",4495,4495,4495,4495,2491,348,4318,2145,3065,531,189,545,2191,741,531,671,0.118131256952169,0.681868743047831,0.543103448275862,0.126215840666975,0.487430478309232,0.164849833147942,0.269369731031714,0.247552447552448,1,0,1,0,0,1,1,1,4,1
"31","06001403502","06","001","403502",2018,2018,2018,2018,1196,111,1994,886,955,39,89,45,575,186,162,204,0.0193260654112983,0.473240832507433,0.801801801801802,0.022567703109328,0.284935579781962,0.0921704658077304,0.17056856187291,0.182844243792325,0,0,1,0,0,0,1,1,3,0
"32","06001403600","06","001","403600",4398,4398,4291,4284,2469,330,4107,2026,2924,160,78,90,1003,324,306,224,0.0363801728058208,0.664847658026376,0.236363636363636,0.0219138056975895,0.233745047774412,0.0756302521008403,0.0907249898744431,0.151036525172754,0,0,1,0,0,0,0,1,2,0
"33","06001403701","06","001","403701",2473,2473,2438,2438,1693,99,2422,1557,1119,343,31,22,460,379,193,522,0.138697937727457,0.452486858067125,0.313131313131313,0.00908340214698596,0.188679245283019,0.155455291222313,0.308328411104548,0.123956326268465,1,0,1,0,0,0,1,0,3,0
"34","06001403702","06","001","403702",1902,1902,1902,1902,1132,118,1851,809,669,79,31,18,295,129,122,180,0.0415352260778128,0.351735015772871,0.26271186440678,0.00972447325769854,0.155099894847529,0.0678233438485804,0.159010600706714,0.150803461063041,0,0,1,0,0,0,1,1,3,0
"35","06001403800","06","001","403800",3455,3455,3455,3455,1812,281,3314,1202,1268,144,28,64,381,210,131,92,0.0416787264833575,0.367004341534009,0.099644128113879,0.0193120096560048,0.11027496382055,0.060781476121563,0.0507726269315673,0.108985024958403,0,0,0,0,0,0,0,0,0,0
"36","06001403900","06","001","403900",3992,3992,3955,3969,2232,326,3593,1506,2051,343,153,107,953,401,411,191,0.0859218436873748,0.51377755511022,0.469325153374233,0.0297801280267186,0.240960809102402,0.101033005794911,0.085573476702509,0.272908366533865,0,0,1,0,0,0,0,1,2,0
"37","06001404000","06","001","404000",2805,2805,2782,2791,1630,171,2652,1172,1081,82,84,0,539,266,120,214,0.0292335115864528,0.385383244206774,0.491228070175439,0,0.193745506829619,0.0953063418129703,0.131288343558282,0.102389078498294,0,0,1,0,0,0,1,0,2,0
"38","06001404101","06","001","404101",2911,2911,2899,2907,1615,223,2706,1001,745,201,54,40,533,240,219,303,0.0690484369632429,0.255925798694607,0.242152466367713,0.0147819660014782,0.183856502242152,0.0825593395252838,0.187616099071207,0.218781218781219,0,0,1,0,0,0,1,1,3,0
"39","06001404102","06","001","404102",2511,2511,2367,2370,1539,114,2433,1310,1052,411,16,120,455,403,197,279,0.163679808841099,0.418956590999602,0.140350877192982,0.0493218249075216,0.192226446979299,0.170042194092827,0.181286549707602,0.150381679389313,1,0,0,0,0,0,1,1,3,0
"40","06001404200","06","001","404200",3436,3436,3278,3436,1294,451,3226,285,1240,223,61,59,232,213,49,50,0.0649010477299185,0.360884749708964,0.135254988913525,0.01828890266584,0.0707748627211714,0.0619906868451688,0.0386398763523957,0.171929824561404,0,0,0,0,0,0,0,1,1,0
"41","06001404300","06","001","404300",3348,3348,3348,3348,1302,430,3152,260,1060,297,36,60,267,204,16,37,0.0887096774193548,0.316606929510155,0.0837209302325581,0.0190355329949239,0.0797491039426523,0.0609318996415771,0.0284178187403994,0.0615384615384615,0,0,0,0,0,0,0,0,0,0
"42","06001404400","06","001","404400",5156,5156,5099,5146,2212,699,4806,356,1872,160,200,73,389,212,25,37,0.0310318076027929,0.363072148952676,0.286123032904149,0.0151893466500208,0.0762894685232399,0.0411970462495142,0.0167269439421338,0.0702247191011236,0,0,1,0,0,0,0,0,1,0
"43","06001404501","06","001","404501",1754,1754,1740,1754,684,241,1607,89,478,141,30,21,59,69,16,18,0.080387685290764,0.272519954389966,0.12448132780083,0.0130678282514001,0.0339080459770115,0.0393386545039909,0.0263157894736842,0.179775280898876,0,0,0,0,0,0,0,1,1,0
"44","06001404502","06","001","404502",5383,5383,5381,5383,2338,668,5006,294,1204,330,141,12,540,392,73,13,0.0613041055173695,0.223667100130039,0.211077844311377,0.00239712345185777,0.100353094220405,0.0728218465539662,0.00556030795551754,0.248299319727891,0,0,1,0,0,0,0,1,2,0
"45","06001404600","06","001","404600",4473,4473,4468,4473,1816,403,4264,159,1400,238,44,33,247,308,18,42,0.05320813771518,0.312989045383412,0.109181141439206,0.00773921200750469,0.0552820053715309,0.0688575899843505,0.0231277533039648,0.113207547169811,0,0,0,0,0,0,0,0,0,0
"46","06001404700","06","001","404700",2071,2071,2071,2071,800,227,1936,50,489,151,25,50,97,242,5,23,0.0729116368903911,0.236117817479479,0.110132158590308,0.0258264462809917,0.0468372766779334,0.116851762433607,0.02875,0.1,0,0,0,0,0,0,0,0,0,0
"47","06001404800","06","001","404800",2894,2894,2894,2894,1266,375,2603,632,1785,159,149,167,1007,356,120,266,0.0549412577747063,0.616793365583967,0.397333333333333,0.0641567422205148,0.347961299239807,0.123013130615066,0.210110584518167,0.189873417721519,0,0,1,0,0,1,1,1,3,1
"48","06001404900","06","001","404900",4338,4338,4338,4317,2062,501,4060,836,2211,292,155,122,1018,418,197,170,0.0673121254034117,0.509681881051176,0.30938123752495,0.0300492610837438,0.234670355002305,0.0968264998841788,0.0824442289039767,0.235645933014354,0,0,1,0,0,0,0,1,2,0
"49","06001405000","06","001","405000",3403,3403,3403,3394,1515,360,3201,562,1342,232,76,87,582,399,61,109,0.0681751395827211,0.394357919482809,0.211111111111111,0.0271790065604499,0.171025565677344,0.11756040070713,0.0719471947194719,0.108540925266904,0,0,1,0,0,0,0,0,1,0
"50","06001405100","06","001","405100",4084,4084,4084,4084,1541,582,3671,180,1311,299,76,37,100,197,33,26,0.0732125367286974,0.321008814887365,0.130584192439863,0.0100789975483519,0.0244857982370225,0.0482370225269344,0.0168721609344581,0.183333333333333,0,0,0,0,0,0,0,1,1,0
"51","06001405200","06","001","405200",4521,4521,4521,4521,2331,287,4302,1795,2702,275,66,383,1003,522,427,169,0.0608272506082725,0.597655385976554,0.229965156794425,0.0890283589028359,0.221853572218536,0.115461181154612,0.0725010725010725,0.237883008356546,0,0,1,0,0,0,0,1,2,0
"52","06001405301","06","001","405301",2659,2659,2659,2659,1430,229,2470,1276,1483,107,51,178,581,429,185,271,0.0402406919894697,0.557728469349379,0.222707423580786,0.0720647773279352,0.218503196690485,0.161338849191425,0.18951048951049,0.144984326018809,0,0,1,0,0,0,1,0,2,0
"53","06001405302","06","001","405302",2714,2714,2714,2714,1502,151,2551,1463,2162,300,70,831,1430,401,474,554,0.110537951363301,0.796610169491525,0.463576158940397,0.325754606036848,0.52689756816507,0.147752394988946,0.36884154460719,0.323991797676008,1,1,1,0,1,1,1,1,5,1
"54","06001405401","06","001","405401",4324,4324,4299,4299,1692,429,4116,1493,3815,121,177,1216,2506,508,468,477,0.0279833487511563,0.882284921369103,0.412587412587413,0.295432458697765,0.582926261921377,0.11816701558502,0.281914893617021,0.313462826523778,0,1,1,0,1,1,1,1,4,1
"55","06001405402","06","001","405402",2774,2774,2676,2695,1053,353,2599,914,2514,150,173,542,1892,290,302,229,0.0540735400144196,0.906272530641673,0.490084985835694,0.208541746825702,0.707025411061285,0.10760667903525,0.217473884140551,0.330415754923414,0,1,1,0,1,1,1,1,4,1
"56","06001405500","06","001","405500",3901,3901,3901,3901,1568,439,3758,1260,3125,171,237,799,1945,405,360,356,0.0438349141245834,0.801076647013586,0.539863325740319,0.21261309207025,0.498590105101256,0.103819533452961,0.227040816326531,0.285714285714286,0,1,1,0,1,1,1,1,4,1
"57","06001405600","06","001","405600",3203,3203,3203,3203,1418,339,2992,1057,2573,111,216,446,1143,412,263,150,0.0346550109272557,0.8033093974399,0.63716814159292,0.149064171122995,0.356852950359038,0.128629409928192,0.105782792665726,0.248817407757805,0,1,1,0,0,1,1,1,3,1
"58","06001405700","06","001","405700",3366,3366,3300,3333,1291,330,3136,1023,2988,88,151,488,1546,521,306,208,0.0261437908496732,0.887700534759358,0.457575757575758,0.155612244897959,0.468484848484849,0.156315631563156,0.161115414407436,0.299120234604106,0,1,1,0,0,1,1,1,3,1
"59","06001405800","06","001","405800",3924,3924,3924,3924,1314,446,3707,829,3621,63,140,737,1871,361,282,237,0.0160550458715596,0.922782874617737,0.31390134529148,0.198813056379822,0.476809378185525,0.0919979612640163,0.180365296803653,0.340168878166466,0,1,1,0,0,1,1,1,3,1
"60","06001405901","06","001","405901",3820,3820,3810,3810,959,518,3648,619,3545,119,226,1064,2518,420,229,124,0.031151832460733,0.928010471204188,0.436293436293436,0.291666666666667,0.660892388451444,0.110236220472441,0.129301355578728,0.369951534733441,0,1,1,0,1,1,1,1,4,1
"61","06001405902","06","001","405902",3521,3521,3509,3513,945,405,3405,679,3198,88,133,1128,1916,293,182,162,0.0249928997443908,0.908264697529111,0.328395061728395,0.331277533039648,0.546024508406954,0.0834044975804156,0.171428571428571,0.268041237113402,0,1,1,0,1,1,1,1,4,1
"62","06001406000","06","001","406000",3258,3258,3258,3258,1437,298,3060,1318,2659,264,82,1016,2215,535,442,499,0.0810313075506446,0.816144874155924,0.275167785234899,0.33202614379085,0.679864947820749,0.164211172498465,0.347251217814892,0.33535660091047,0,1,1,0,1,1,1,1,4,1
"63","06001406100","06","001","406100",4901,4901,4848,4901,1485,464,4596,982,4403,70,298,1124,1983,354,242,312,0.014282799428688,0.898388084064477,0.642241379310345,0.244560487380331,0.409034653465347,0.0722301571107937,0.21010101010101,0.246435845213849,0,1,1,0,1,1,1,1,4,1
"64","06001406201","06","001","406201",4230,4230,4188,4188,1301,589,3895,1010,4065,122,295,878,2509,473,397,368,0.0288416075650118,0.960992907801418,0.500848896434635,0.225417201540436,0.59909264565425,0.112941738299904,0.282859338970023,0.393069306930693,0,1,1,0,1,1,1,1,4,1
"65","06001406202","06","001","406202",4534,4534,4332,4332,1295,602,4142,1138,4182,250,278,1346,3077,296,407,438,0.0551389501543891,0.92236435818262,0.461794019933555,0.324963785610816,0.710295475530933,0.0683287165281625,0.338223938223938,0.357644991212654,0,1,1,0,1,1,1,1,4,1
"66","06001406300","06","001","406300",4399,4399,4324,4399,1226,619,3959,818,3998,295,311,944,2674,562,194,246,0.0670606956126392,0.908842918845192,0.502423263327948,0.238444051528164,0.61840888066605,0.127756308251875,0.200652528548124,0.237163814180929,0,1,1,0,1,1,1,1,4,1
"67","06001406400","06","001","406400",2305,2305,2146,2165,703,271,2148,436,1781,350,87,386,949,454,180,155,0.151843817787419,0.772668112798265,0.321033210332103,0.179702048417132,0.442218080149115,0.209699769053118,0.220483641536273,0.412844036697248,1,1,1,0,0,1,1,1,4,1
"68","06001406500","06","001","406500",5950,5950,5802,5950,1779,764,5605,1204,5410,230,366,1464,2951,694,338,335,0.038655462184874,0.909243697478992,0.479057591623037,0.261195361284567,0.508617718028266,0.116638655462185,0.188308038223721,0.280730897009967,0,1,1,0,1,1,1,1,4,1
"69","06001406601","06","001","406601",4987,4987,4987,4987,1739,734,4684,969,4487,200,351,638,2369,592,363,295,0.0401042711048727,0.899739322237818,0.478201634877384,0.136208368915457,0.475035091237217,0.118708642470423,0.169637722829212,0.374613003095975,0,1,1,0,0,1,1,1,3,1
"70","06001406602","06","001","406602",2591,2591,2588,2588,915,258,2406,625,2140,83,108,432,1238,312,155,127,0.0320339637205712,0.825935932072559,0.418604651162791,0.179551122194514,0.478361669242658,0.120556414219474,0.13879781420765,0.248,0,1,1,0,0,1,1,1,3,1
"71","06001406700","06","001","406700",5039,5039,4999,4999,2209,590,4852,713,2233,386,210,358,1026,410,223,263,0.0766025004961302,0.443143480849375,0.355932203389831,0.0737840065952185,0.205241048209642,0.0820164032806561,0.119058397464916,0.312762973352034,0,0,1,0,0,0,1,1,3,0
"72","06001406800","06","001","406800",3621,3621,3617,3617,1357,461,3442,436,2456,186,210,214,496,236,135,46,0.0513670256835128,0.67826567246617,0.455531453362256,0.0621731551423591,0.137130218413049,0.0652474426320155,0.0338983050847458,0.309633027522936,0,0,1,0,0,0,0,1,2,0
"73","06001406900","06","001","406900",3861,3861,3852,3861,1514,496,3585,669,2585,87,236,317,1052,314,135,51,0.0225330225330225,0.66951566951567,0.475806451612903,0.0884239888423989,0.273104880581516,0.0813260813260813,0.0336856010568032,0.201793721973094,0,0,1,0,0,0,0,1,2,0
"74","06001407000","06","001","407000",5729,5729,5563,5596,1838,730,5428,990,5113,205,331,1340,3086,521,378,333,0.0357828591377204,0.89247687205446,0.453424657534247,0.24686809137804,0.554736652885134,0.0931022158684775,0.181175190424374,0.381818181818182,0,1,1,0,1,1,1,1,4,1
"75","06001407101","06","001","407101",3882,3882,3882,3882,1043,439,3618,806,3684,128,207,1146,2777,428,198,147,0.0329726944873776,0.948995363214838,0.471526195899772,0.316749585406302,0.715352910870685,0.110252447192169,0.140939597315436,0.245657568238213,0,1,1,0,1,1,1,1,4,1
"76","06001407102","06","001","407102",4492,4492,4488,4480,1296,529,4266,596,4137,206,193,1046,1594,624,237,197,0.0458593054318789,0.920970614425646,0.364839319470699,0.245194561650258,0.355169340463458,0.139285714285714,0.152006172839506,0.397651006711409,0,1,1,0,1,1,1,1,4,1
"77","06001407200","06","001","407200",6433,6433,6316,6355,1729,818,5916,1376,6061,324,410,1747,4255,738,396,358,0.0503653039017566,0.94217316959428,0.501222493887531,0.295300878972279,0.673685877137429,0.116129032258065,0.207056101792944,0.287790697674419,0,1,1,0,1,1,1,1,4,1
"78","06001407300","06","001","407300",2558,2558,2558,2558,725,313,2469,478,2223,55,76,590,1275,170,172,58,0.0215011727912432,0.86903831118061,0.242811501597444,0.238963142972864,0.498436278342455,0.0664581704456607,0.08,0.359832635983264,0,1,1,0,1,1,0,1,3,1
"79","06001407400","06","001","407400",4360,4360,4352,4360,1136,620,3924,839,4128,93,283,1019,2443,428,251,199,0.0213302752293578,0.946788990825688,0.456451612903226,0.259683995922528,0.561351102941177,0.0981651376146789,0.175176056338028,0.299165673420739,0,1,1,0,1,1,1,1,4,1
"80","06001407500","06","001","407500",3735,3735,3661,3668,1228,535,3434,928,3519,171,328,693,2627,533,323,333,0.0457831325301205,0.942168674698795,0.613084112149533,0.201805474665114,0.717563507238459,0.145310796074155,0.271172638436482,0.348060344827586,0,1,1,0,1,1,1,1,4,1
"81","06001407600","06","001","407600",5785,5785,5754,5764,2035,725,5357,992,5112,134,314,663,2572,813,275,351,0.0231633535004322,0.883664649956785,0.433103448275862,0.123763300354676,0.446993395898505,0.141047883414296,0.172481572481572,0.277217741935484,0,1,1,0,0,1,1,1,3,1
"82","06001407700","06","001","407700",4373,4373,4315,4368,1688,484,4130,478,3194,246,222,8,1090,567,165,83,0.0562542876743654,0.730391035902127,0.458677685950413,0.00193704600484262,0.25260718424102,0.129807692307692,0.0491706161137441,0.345188284518828,0,1,1,0,0,0,0,1,2,0
"83","06001407800","06","001","407800",2737,2737,1927,2737,735,189,2644,274,2079,98,84,93,623,258,65,51,0.0358056265984655,0.759590792838875,0.444444444444444,0.0351739788199697,0.323300467047224,0.0942637924735111,0.0693877551020408,0.237226277372263,0,1,1,0,0,1,0,1,2,1
"84","06001407900","06","001","407900",2857,2857,2851,2843,1103,375,2659,200,1645,141,142,135,346,219,91,74,0.0493524676233812,0.575778788939447,0.378666666666667,0.0507709665287702,0.12136092599088,0.0770313049595498,0.0670897552130553,0.455,0,0,1,0,0,0,0,1,2,0
"85","06001408000","06","001","408000",2791,2791,2433,2791,977,246,2636,146,1439,151,39,71,229,273,16,56,0.0541024722321748,0.515585811537083,0.158536585365854,0.0269347496206373,0.0941224825318537,0.0978144034396274,0.0573183213920164,0.10958904109589,0,0,0,0,0,0,0,0,0,0
"86","06001408100","06","001","408100",6463,6463,6463,6463,2683,561,6061,516,4162,465,60,103,450,485,55,28,0.0719480117592449,0.643973386971994,0.106951871657754,0.0169938953967992,0.069627108154108,0.0750425498994275,0.0104360790160268,0.106589147286822,0,0,0,0,0,0,0,0,0,0
"87","06001408200","06","001","408200",4106,4106,4084,4104,1654,477,3777,883,3442,159,266,179,1447,577,211,216,0.0387238188017535,0.838285435947394,0.557651991614256,0.047392110140323,0.354309500489716,0.140594541910331,0.130592503022975,0.238958097395243,0,1,1,0,0,1,1,1,3,1
"88","06001408300","06","001","408300",4714,4714,4714,4714,1708,558,4517,558,3132,251,334,65,1893,440,153,138,0.053245651251591,0.664403903266865,0.598566308243728,0.014390081912774,0.401569792108613,0.0933389902418328,0.0807962529274005,0.274193548387097,0,0,1,0,0,1,0,1,2,0
"89","06001408400","06","001","408400",3536,3536,3523,3532,1089,561,3280,679,3396,137,439,491,2427,439,342,239,0.0387443438914027,0.960407239819005,0.7825311942959,0.14969512195122,0.688901504399659,0.124292185730464,0.219467401285583,0.503681885125184,0,1,1,0,0,1,1,1,3,1
"90","06001408500","06","001","408500",5658,5658,5605,5651,1570,860,5085,1071,5585,100,437,862,3485,811,464,145,0.0176740897843761,0.987097914457405,0.508139534883721,0.169518190757129,0.621766280107047,0.143514422226155,0.0923566878980892,0.433239962651727,0,1,1,0,0,1,0,1,2,1
"91","06001408600","06","001","408600",6466,6466,6438,6461,1812,940,5716,1152,6157,220,578,896,4286,638,599,370,0.0340241261985772,0.952211568202908,0.614893617021277,0.156752974107768,0.665734700217459,0.0987463240984368,0.204194260485651,0.519965277777778,0,1,1,0,0,1,1,1,3,1
"92","06001408700","06","001","408700",7440,7440,7430,7430,2192,1070,6826,1425,7265,294,664,1228,4675,824,657,381,0.0395161290322581,0.976478494623656,0.620560747663551,0.179900380896572,0.629205921938089,0.110901749663526,0.173813868613139,0.461052631578947,0,1,1,0,0,1,1,1,3,1
"93","06001408800","06","001","408800",6181,6181,6132,6181,1861,1026,5505,1553,6033,111,741,1270,4062,662,542,481,0.0179582591813622,0.97605565442485,0.722222222222222,0.230699364214351,0.662426614481409,0.107102410613169,0.258463191832348,0.34900193174501,0,1,1,0,1,1,1,1,4,1
"94","06001408900","06","001","408900",3245,3245,3234,3245,987,448,2989,668,3082,227,270,623,2349,545,282,334,0.0699537750385208,0.949768875192604,0.602678571428571,0.208430913348946,0.726345083487941,0.167950693374422,0.338399189463019,0.422155688622754,0,1,1,0,1,1,1,1,4,1
